unit_id,model,pattern,context_slug,project_context,n_files,avg_mi_score,avg_cbo,avg_lcom_star,avg_rfc,avg_dit,ck_overall_score,ck_status
meta-llama-llama-3-1-8b-instruct__Singleton__library-management-system__rep0,llama31_8b,Singleton,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,60.9,2.0,0.244444436,2.6,1.0,83.2,ok
meta-llama-llama-3-1-8b-instruct__Singleton__payroll-and-hr-system__rep0,llama31_8b,Singleton,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",6,63.79,1.5,0.44444446666666665,1.8333333333333333,1.0,82.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Singleton__school-management-platform__rep0,llama31_8b,Singleton,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",2,61.78,1.0,0.33333335,2.5,1.0,84.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__warehouse-inventory-tracker__rep0,llama31_8b,Singleton,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",3,55.66,1.0,0.24761905333333334,3.6666666666666665,1.0,82.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Strategy__banking-account-management__rep0,llama31_8b,Strategy,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,56.89,1.6,0.0333333344,2.8,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Strategy__car-rental-management__rep0,llama31_8b,Strategy,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",6,65.18,1.0,0.09999999999999999,0.6666666666666666,1.3333333333333333,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Strategy__food-delivery-management__rep0,llama31_8b,Strategy,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,67.64,1.2,0.066666668,0.8,1.0,86.4,ok
meta-llama-llama-3-1-8b-instruct__Strategy__gym-membership-platform__rep0,llama31_8b,Strategy,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,73.85,1.2,0.0,1.0,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Strategy__hospital-appointment-scheduler__rep0,llama31_8b,Strategy,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",7,64.33,2.857142857142857,0.08571428571428572,2.0,1.0,86.85714285714286,ok
meta-llama-llama-3-1-8b-instruct__Strategy__hotel-reservation-system__rep0,llama31_8b,Strategy,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",6,65.25,1.8333333333333333,0.11111111333333333,1.1666666666666667,1.0,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Strategy__issue-tracking-system__rep0,llama31_8b,Strategy,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",7,70.44,1.2857142857142858,0.04761904857142857,0.8571428571428571,1.0,86.85714285714286,ok
meta-llama-llama-3-1-8b-instruct__Strategy__learning-management-system__rep0,llama31_8b,Strategy,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",10,70.43,1.2222222222222223,0.07407407555555555,1.1111111111111112,1.0,86.22222222222223,ok
meta-llama-llama-3-1-8b-instruct__Strategy__library-management-system__rep0,llama31_8b,Strategy,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",9,65.63,2.7777777777777777,0.09259259333333333,1.3333333333333333,1.0,86.22222222222223,ok
meta-llama-llama-3-1-8b-instruct__Strategy__payroll-and-hr-system__rep0,llama31_8b,Strategy,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",6,63.43,1.3333333333333333,0.09722222333333334,1.5,1.0,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Strategy__school-management-platform__rep0,llama31_8b,Strategy,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",6,70.85,1.3333333333333333,0.0,1.0,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Strategy__warehouse-inventory-tracker__rep0,llama31_8b,Strategy,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,69.19,1.5,0.0625,0.8333333333333334,1.0,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Composite__banking-account-management__rep0,qwen25_14b,Composite,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,55.06,2.0,0.206666668,3.8,1.4,84.8,ok
qwen-qwen2-5-14b-instruct__Composite__car-rental-management__rep0,qwen25_14b,Composite,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",4,68.69,1.0,0.0,1.5,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Composite__food-delivery-management__rep0,qwen25_14b,Composite,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,57.99,2.0,0.273809528,3.0,1.0,83.2,ok
qwen-qwen2-5-14b-instruct__Composite__gym-membership-platform__rep0,qwen25_14b,Composite,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",4,64.9,1.25,0.09375,2.0,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Composite__hospital-appointment-scheduler__rep0,qwen25_14b,Composite,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,62.5,1.6666666666666667,0.20138889000000001,2.0,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Composite__hotel-reservation-system__rep0,qwen25_14b,Composite,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",4,60.67,1.25,0.125,2.0,1.5,86.0,ok
qwen-qwen2-5-14b-instruct__Composite__issue-tracking-system__rep0,qwen25_14b,Composite,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",4,60.27,1.25,0.25,1.75,1.5,82.0,ok
qwen-qwen2-5-14b-instruct__Composite__learning-management-system__rep0,qwen25_14b,Composite,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",4,59.26,2.0,0.275,2.75,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Composite__library-management-system__rep0,qwen25_14b,Composite,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,63.95,1.2,0.0,1.4,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Composite__payroll-and-hr-system__rep0,qwen25_14b,Composite,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",4,64.45,1.0,0.125,1.5,1.5,86.0,ok
qwen-qwen2-5-14b-instruct__Composite__school-management-platform__rep0,qwen25_14b,Composite,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",4,59.34,1.5,0.2,2.25,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Composite__warehouse-inventory-tracker__rep0,qwen25_14b,Composite,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",4,52.03,2.25,0.33333335,4.25,1.0,81.5,ok
qwen-qwen2-5-14b-instruct__Factory Method__banking-account-management__rep0,qwen25_14b,Factory Method,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",7,70.31,1.8571428571428572,0.0,0.7142857142857143,1.2857142857142858,88.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__car-rental-management__rep0,qwen25_14b,Factory Method,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",6,70.2,1.8333333333333333,0.10416666666666667,1.5,1.5,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Factory Method__food-delivery-management__rep0,qwen25_14b,Factory Method,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",8,67.09,1.875,0.025,2.25,1.625,88.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__gym-membership-platform__rep0,qwen25_14b,Factory Method,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,68.43,1.4,0.1,1.0,1.4,86.4,ok
qwen-qwen2-5-14b-instruct__Factory Method__hospital-appointment-scheduler__rep0,qwen25_14b,Factory Method,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",10,69.9,2.0,0.05,0.7,1.2,87.2,ok
qwen-qwen2-5-14b-instruct__Factory Method__hotel-reservation-system__rep0,qwen25_14b,Factory Method,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",7,68.06,1.8571428571428572,0.07142857142857142,1.2857142857142858,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__issue-tracking-system__rep0,qwen25_14b,Factory Method,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",8,70.28,1.75,0.0763888875,1.125,1.25,87.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__learning-management-system__rep0,qwen25_14b,Factory Method,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",7,69.96,1.8571428571428572,0.04761904857142857,0.8571428571428571,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__library-management-system__rep0,qwen25_14b,Factory Method,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",7,70.78,1.8571428571428572,0.04761904857142857,0.8571428571428571,1.5714285714285714,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__payroll-and-hr-system__rep0,qwen25_14b,Factory Method,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",8,70.5,1.75,0.0416666675,1.125,1.25,87.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__school-management-platform__rep0,qwen25_14b,Factory Method,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",10,67.34,2.3,0.0,1.3,1.2,88.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__warehouse-inventory-tracker__rep0,qwen25_14b,Factory Method,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",7,71.96,1.8571428571428572,0.07619047999999999,0.5714285714285714,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Observer__banking-account-management__rep0,qwen25_14b,Observer,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",4,62.81,1.75,0.125,2.0,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Observer__car-rental-management__rep0,qwen25_14b,Observer,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",7,61.49,1.4285714285714286,0.17460317714285714,1.7142857142857142,1.0,84.57142857142857,ok
qwen-qwen2-5-14b-instruct__Observer__food-delivery-management__rep0,qwen25_14b,Observer,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",7,68.73,2.0,0.10714285714285714,1.5714285714285714,1.1428571428571428,85.71428571428571,ok
qwen-qwen2-5-14b-instruct__Observer__gym-membership-platform__rep0,qwen25_14b,Observer,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",7,71.24,1.5714285714285714,0.05357142857142857,1.2857142857142858,1.0,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Observer__hospital-appointment-scheduler__rep0,qwen25_14b,Observer,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,62.34,1.8333333333333333,0.10185185000000001,2.6666666666666665,1.0,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Observer__hotel-reservation-system__rep0,qwen25_14b,Observer,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",5,66.54,1.6,0.175,2.0,1.0,84.8,ok
qwen-qwen2-5-14b-instruct__Observer__issue-tracking-system__rep0,qwen25_14b,Observer,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",5,66.74,1.6,0.05,1.8,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Observer__learning-management-system__rep0,qwen25_14b,Observer,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",5,65.57,1.6,0.1,1.6,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Observer__library-management-system__rep0,qwen25_14b,Observer,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",7,63.63,1.5714285714285714,0.29642858142857137,2.142857142857143,1.4285714285714286,80.85714285714286,ok
qwen-qwen2-5-14b-instruct__Observer__payroll-and-hr-system__rep0,qwen25_14b,Observer,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",7,63.15,1.5714285714285714,0.15714285714285717,1.7142857142857142,1.0,85.71428571428571,ok
qwen-qwen2-5-14b-instruct__Observer__school-management-platform__rep0,qwen25_14b,Observer,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,67.23,1.6,0.0,1.2,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Observer__warehouse-inventory-tracker__rep0,qwen25_14b,Observer,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",5,64.24,2.4,0.121428574,3.0,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Singleton__banking-account-management__rep0,qwen25_14b,Singleton,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",4,56.37,1.5,0.291666675,3.75,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Singleton__car-rental-management__rep0,qwen25_14b,Singleton,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",2,81.36,1.0,0.25,0.0,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Singleton__food-delivery-management__rep0,qwen25_14b,Singleton,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,61.56,1.0,0.36,0.4,1.0,81.6,ok
qwen-qwen2-5-14b-instruct__Singleton__gym-membership-platform__rep0,qwen25_14b,Singleton,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,79.46,1.0,0.1,0.0,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Singleton__hospital-appointment-scheduler__rep0,qwen25_14b,Singleton,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",7,59.81,1.7142857142857142,0.30634921285714284,1.1428571428571428,1.0,82.28571428571429,ok
qwen-qwen2-5-14b-instruct__Singleton__hotel-reservation-system__rep0,qwen25_14b,Singleton,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",4,68.22,1.6666666666666667,0.027777778333333333,0.3333333333333333,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Singleton__issue-tracking-system__rep0,qwen25_14b,Singleton,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",3,59.58,1.3333333333333333,0.4888889,1.3333333333333333,1.0,80.0,ok
qwen-qwen2-5-14b-instruct__Singleton__learning-management-system__rep0,qwen25_14b,Singleton,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",2,65.39,1.0,0.33333335,1.0,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Singleton__library-management-system__rep0,qwen25_14b,Singleton,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",2,52.63,1.0,0.375,1.0,1.0,80.0,ok
qwen-qwen2-5-14b-instruct__Singleton__payroll-and-hr-system__rep0,qwen25_14b,Singleton,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",2,64.71,1.0,0.375,2.0,1.0,80.0,ok
qwen-qwen2-5-14b-instruct__Singleton__school-management-platform__rep0,qwen25_14b,Singleton,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",2,65.15,1.0,0.33333335,2.0,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Singleton__warehouse-inventory-tracker__rep0,qwen25_14b,Singleton,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",3,58.7,1.3333333333333333,0.5,1.6666666666666667,1.0,80.0,ok
qwen-qwen2-5-14b-instruct__Strategy__banking-account-management__rep0,qwen25_14b,Strategy,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",6,64.34,1.8333333333333333,0.08333333333333333,1.6666666666666667,1.1666666666666667,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Strategy__car-rental-management__rep0,qwen25_14b,Strategy,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,67.51,1.6,0.175,1.6,1.0,84.8,ok
qwen-qwen2-5-14b-instruct__Strategy__food-delivery-management__rep0,qwen25_14b,Strategy,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,65.02,1.8,0.1,2.2,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__gym-membership-platform__rep0,qwen25_14b,Strategy,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,69.48,1.2,0.11111112000000001,1.0,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__hospital-appointment-scheduler__rep0,qwen25_14b,Strategy,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,70.43,1.3333333333333333,0.0,1.1666666666666667,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Strategy__hotel-reservation-system__rep0,qwen25_14b,Strategy,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",6,69.38,1.0,0.0625,1.0,1.0,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Strategy__issue-tracking-system__rep0,qwen25_14b,Strategy,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",6,61.02,1.5,0.13095236666666668,1.5,1.3333333333333333,83.66666666666667,ok
qwen-qwen2-5-14b-instruct__Strategy__learning-management-system__rep0,qwen25_14b,Strategy,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",5,67.95,1.6,0.066666668,1.0,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__library-management-system__rep0,qwen25_14b,Strategy,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,62.17,1.2,0.066666668,1.8,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__payroll-and-hr-system__rep0,qwen25_14b,Strategy,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",9,65.82,2.2222222222222223,0.037037037777777775,0.6666666666666666,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Strategy__school-management-platform__rep0,qwen25_14b,Strategy,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",7,71.86,1.4285714285714286,0.0,1.0,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Strategy__warehouse-inventory-tracker__rep0,qwen25_14b,Strategy,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",5,68.57,1.6,0.0,1.8,1.0,88.0,ok
